StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,training_clear,training_unclear,training_gramm,training_pragm,exp1_indef,exp2_bare,filler1_clear,filler2_clear,filler3_uncertain,exp3_bare,exp4_indef,filler5_clear,filler5_uncertain,filler6_uncertain,exp5_bare,exp6_indef,filler7_clear,filler8_clear,filler9_uncertain,exp7_bare,exp8_indef,filler14_clear,filler15_uncertain,filler16_uncertain,exp9_bare,exp10_indef,filler13_clear,filler14_clear,filler15_uncertain,exp11_bare,exp12_indef,filler16_clear,filler17_uncertain,filler18_uncertain,exp13_bare,exp14_indef,filler19_clear,filler20_clear,filler21_uncertain,exp15_bare,exp16_indef,filler22_clear,filler23_clear,filler24_uncertain,exp1_bare,exp2_indef,exp3_indef,"exp4_bare ",exp5_indef,exp6_bare,exp7_indef,"exp8_bare ","exp9_indef ","exp10_bare ",exp11_indef,exp12_bare,exp13_indef,exp14_bare,exp15_indef,"exp16_bare ",language_household,"language_today ",ReactionTime_exp1_bare,ReactionTime_exp1_indef,ReactionTime_exp2_bare,ReactionTime_exp2_indef,ReactionTime_exp3_bare,ReactionTime_exp3_indef,ReactionTime_exp4_bare,ReactionTime_exp4_indef,ReactionTime_exp5_bare,ReactionTime_exp5_indef,ReactionTime_exp6_bare,ReactionTime_exp6_indef,ReactionTime_exp7_bare,ReactionTime_exp7_indef,ReactionTime_exp8_bare,ReactionTime_exp8_indef,ReactionTime_exp9_bare,ReactionTime_exp9_indef,ReactionTime_exp10_bare,ReactionTime_exp10_indef,ReactionTime_exp11_bare,ReactionTime_exp11_indef,ReactionTime_exp12_bare,ReactionTime_exp12_indef,ReactionTime_exp13_bare,ReactionTime_exp13_indef,ReactionTime_exp14_bare,ReactionTime_exp14_indef,ReactionTime_exp15_bare,ReactionTime_exp15_indef,ReactionTime_exp16_bare,ReactionTime_exp16_indef,Create New Field or Choose From Dropdown...
2024-12-16 12:02:57,2024-12-16 12:27:23,0,167.71.14.228,100,1465,1,2024-12-16 12:27:24,R_8JUruugLtmuP3hv,,,,,52.352,4.9392,anonymous,EN,2,2,1,1,,,2,2,1,,,1,1,2,,,1,1,1,,,1,2,1,,,2,1,1,,,1,1,1,,,1,1,2,,,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,21834,,,36624,,41233,13064,,,48435,21511,,,33580,24801,,,24948,18532,,,27797,17814,,,12378,49489,,,12965,13726,,
2024-12-16 12:15:33,2024-12-16 12:40:32,0,51.158.62.236,100,1499,1,2024-12-16 12:40:33,R_8Dbk0jtxka1VFGy,,,,,48.8323,2.4075,anonymous,EN,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,,,,,,,,,,,,,,,,,1,1,,15336,39439,,11284,,,53404,14724,,,38289,31254,,,19500,18056,,,10893,35348,,,14599,6224,,,32609,19546,,,11929,
2024-12-16 12:28:29,2024-12-16 12:43:07,0,213.142.147.121,100,877,1,2024-12-16 12:43:07,R_81jeXP0qcxii4i9,,,,,51.4964,-0.1224,anonymous,EN,2,1,1,1,2,2,2,2,1,1,2,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,2,,,,,,,,,,,,,,,,,1,1,,9594,24046,,16476,,,7941,11911,,,8971,10125,,,12395,8412,,,9209,12823,,,11238,7958,,,18898,8998,,,8913,
2024-12-16 13:29:25,2024-12-16 13:42:17,0,185.153.183.157,100,771,1,2024-12-16 13:42:18,R_2Fg7X6l0wKKJrXz,,,,,35.0077,32.9882,anonymous,EN,2,1,1,2,,,2,2,1,,,1,1,1,,,1,1,1,,,1,2,1,,,2,1,2,,,1,1,1,,,1,1,1,,,1,1,2,1,2,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,6778,,,24944,,28249,22886,,,15447,10871,,,14172,9097,,,10693,11168,,,10081,16953,,,8684,28894,,,7882,9478,,
2024-12-16 15:36:29,2024-12-16 15:46:41,0,78.244.7.175,100,612,1,2024-12-16 15:46:42,R_8oMTFAVLTyu2QIW,,,,,48.8582,2.3387,anonymous,EN,2,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,,,,,,,,,,,,,,,,,1,2,,28641,17406,,7822,,,9521,11838,,,13383,12977,,,10873,9779,,,8441,7485,,,8547,7856,,,7511,6400,,,7835,
2024-12-16 15:36:03,2024-12-16 15:47:17,0,107.159.73.95,100,674,1,2024-12-16 15:47:18,R_3UXCOejj0JKRDZV,,,,,45.5362,-73.5754,anonymous,EN,2,2,1,1,2,2,2,2,1,2,2,1,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,1,1,1,2,1,1,1,2,2,1,1,2,1,2,1,1,2,,,,,,,,,,,,,,,,,1,2,,7494,17414,,7748,,,9823,29071,,,13515,13654,,,12009,13581,,,7883,14165,,,9952,7895,,,7881,11690,,,9560,
2024-12-16 15:38:47,2024-12-16 15:49:47,0,77.100.5.183,100,660,1,2024-12-16 15:49:48,R_8xcQ6eDVpO122Bj,,,,,51.6187,-0.1154,anonymous,EN,2,1,1,2,,,2,2,1,,,1,1,1,,,1,1,1,,,1,2,1,,,2,1,2,,,1,1,1,,,1,1,1,,,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,9076,,,28218,,18922,10327,,,16475,17497,,,8245,8957,,,12579,9065,,,12103,8965,,,7544,7411,,,13237,7298,,
2024-12-16 15:32:37,2024-12-16 15:52:03,0,176.230.225.217,100,1165,1,2024-12-16 15:52:03,R_4dn6ZzlpzkIol3n,,,,,31.9011,34.8285,anonymous,EN,2,1,1,2,,,2,2,1,,,1,1,2,,,1,1,1,,,1,2,1,,,2,1,2,,,1,1,1,,,1,1,2,,,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,10206,,,36774,,14434,13398,,,56410,16160,,,12154,12999,,,11111,12631,,,12519,14006,,,13936,24377,,,61166,11418,,
2024-12-16 15:44:31,2024-12-16 15:57:00,0,153.168.9.74,100,749,1,2024-12-16 15:57:01,R_4LRoFaHEE7LxHaV,,,,,35.301,139.5386,anonymous,EN,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,2,1,2,1,1,1,2,2,1,1,2,1,2,1,1,2,,,,,,,,,,,,,,,,,1,2,,14688,15369,,16307,,,8049,12884,,,6635,10948,,,12947,11492,,,8857,13542,,,18816,9425,,,14323,8708,,,6855,
2024-12-16 15:30:46,2024-12-16 15:57:21,0,67.218.243.12,100,1594,1,2024-12-16 15:57:22,R_8kHx9HPwZPTqbCl,,,,,42.8198,-1.6374,anonymous,EN,2,1,1,2,,,2,2,1,,,1,1,2,,,1,1,1,,,1,2,1,,,2,1,1,,,1,1,1,,,1,1,1,,,1,1,2,1,2,2,1,2,1,1,1,2,1,2,1,2,1,2,1,1,2,9962,,,44542,,62583,24252,,,27210,14658,,,35846,35570,,,10559,51297,,,11401,22816,,,38622,32031,,,80182,11910,,
2024-12-16 15:44:55,2024-12-16 15:57:31,0,84.66.231.66,100,755,1,2024-12-16 15:57:31,R_2axgFvLM6WNSCXf,,,,,51.5967,-0.1593,anonymous,EN,2,1,1,1,,,2,2,1,,,1,1,1,,,1,1,1,,,1,2,1,,,2,1,1,,,1,1,1,,,1,1,2,,,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,1,3,7735,,,19734,,8326,9900,,,18379,12863,,,10055,30776,,,11775,16625,,,11309,27052,,,8409,13202,,,6875,6471,,
2024-12-16 15:54:19,2024-12-16 16:07:04,0,104.246.198.102,100,764,1,2024-12-16 16:07:04,R_6mxu5MUtSGfObpE,,,,,48.4152,-123.3655,anonymous,EN,2,1,1,1,2,2,2,2,1,1,2,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,2,1,2,1,2,1,1,1,1,2,1,1,2,1,2,1,1,2,,,,,,,,,,,,,,,,,2,2,,6554,10789,,11077,,,10231,9110,,,7681,64599,,,9153,10142,,,6543,14136,,,8615,7476,,,9903,7573,,,9244,
2024-12-16 15:55:02,2024-12-16 16:21:29,0,92.41.182.206,100,1586,1,2024-12-16 16:21:29,R_24zWUoPf4eovWiv,,,,,51.5507,-0.0998,anonymous,EN,2,2,1,1,,,2,2,1,,,1,1,2,,,1,1,1,,,1,2,1,,,2,1,2,,,1,1,1,,,1,1,2,,,1,1,2,1,2,2,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,14992,,,18294,,21033,18921,,,28725,20701,,,24501,23606,,,22989,19168,,,18897,21450,,,11796,22215,,,15377,28439,,
2024-12-16 16:24:05,2024-12-16 16:39:51,0,70.23.105.217,100,946,1,2024-12-16 16:39:51,R_7gUH2kJX9RuRXXl,,,,,40.7609,-73.9115,anonymous,EN,2,2,1,1,,,2,2,1,,,1,1,2,,,1,1,1,,,1,2,2,,,2,1,2,,,1,1,1,,,1,1,2,,,1,1,2,1,2,2,1,2,1,2,1,1,1,2,1,2,1,2,1,1,3,5916,,,24742,,7176,15222,,,9714,11812,,,13130,11388,,,14226,15883,,,18832,18830,,,26221,12597,,,8730,9810,,
2024-12-16 15:31:35,2024-12-16 16:45:06,0,94.11.228.82,100,4411,1,2024-12-16 16:45:07,R_2pEBJP6mlZnZBA6,,,,,57.3481,-1.9362,anonymous,EN,2,2,1,1,,,2,2,1,,,1,1,2,,,1,1,1,,,1,2,1,,,2,1,2,,,1,1,1,,,1,1,2,,,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,6946,,,13335,,11394,13780,,,9351,7800,,,11615,6715,,,14875,8086,,,20471,10029,,,10748,16156,,,12054,14620,,
2024-12-16 16:33:17,2024-12-16 16:45:07,0,203.37.54.218,100,709,1,2024-12-16 16:45:08,R_4fvCP2h5Y66avrf,,,,,-23.9505,151.3439,anonymous,EN,2,1,1,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,1,1,1,1,2,1,1,2,1,2,1,1,2,,,,,,,,,,,,,,,,,1,2,,8658,9687,,7898,,,7502,8124,,,9538,19037,,,8656,34355,,,9832,9489,,,9048,6697,,,22457,10674,,,7043,
2024-12-16 16:21:38,2024-12-16 16:47:33,0,72.231.16.195,100,1554,1,2024-12-16 16:47:33,R_1mtykTLurzuvc4x,,,,,40.5697,-74.1184,anonymous,EN,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,,,,,,,,,,,,,,,,,1,2,,13824,22631,,43623,,,27240,14129,,,33070,17099,,,19848,16689,,,14753,27545,,,27233,36409,,,20178,21749,,,34792,
2024-12-16 16:27:33,2024-12-16 16:48:48,0,80.189.127.1,100,1275,1,2024-12-16 16:48:49,R_27ytcgAWtWHo0U2,,,,,55.8393,-4.2892,anonymous,EN,2,1,1,1,,,2,2,1,,,1,1,2,,,1,1,1,,,1,2,1,,,2,1,1,,,1,1,1,,,1,1,1,,,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,9083,,,15847,,9517,13283,,,11860,11252,,,12845,12174,,,13105,11015,,,13685,14403,,,10873,10412,,,7250,12843,,
2024-12-16 16:28:50,2024-12-16 16:49:02,0,176.206.55.170,100,1212,1,2024-12-16 16:49:02,R_20ATUoUFxN2ee2Y,,,,,43.7089,10.4087,anonymous,EN,2,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,,,,,,,,,,,,,,,,,1,2,,39032,14129,,20346,,,24175,33757,,,24630,17084,,,11269,20291,,,19087,12563,,,30082,19432,,,13541,9664,,,20593,
2024-12-16 16:37:25,2024-12-16 17:01:52,0,24.114.36.157,100,1466,1,2024-12-16 17:01:52,R_5viHgEqSqeaoj2P,,,,,49.245,-123.1337,anonymous,EN,2,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,,,,,,,,,,,,,,,,,1,2,,15913,19196,,55151,,,35631,21116,,,24781,19113,,,44558,21784,,,9303,32256,,,15561,13995,,,43511,15773,,,41110,
2024-12-16 16:50:45,2024-12-16 17:06:13,0,99.247.142.61,100,928,1,2024-12-16 17:06:14,R_71HDGezbbW8kQyi,,,,,43.8304,-79.504,anonymous,EN,2,2,1,1,,,2,2,1,,,1,2,2,,,1,1,1,,,1,2,1,,,2,1,2,,,1,1,1,,,1,1,2,,,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,8328,,,13202,,26555,11778,,,30657,11737,,,9218,18383,,,14137,16414,,,10820,13149,,,8690,18860,,,6733,7600,,
2024-12-16 16:51:29,2024-12-16 17:10:32,0,58.6.224.254,100,1143,1,2024-12-16 17:10:33,R_4IZ5k5rzB4oI9wB,,,,,-27.4679,153.0325,anonymous,EN,2,1,1,1,,,2,2,1,,,1,1,2,,,1,1,1,,,1,2,1,,,2,1,2,,,1,1,1,,,1,1,2,,,1,1,2,1,2,2,2,2,1,2,1,2,1,1,1,2,1,2,1,1,2,27061,,,34745,,20443,30186,,,31390,28292,,,12972,26664,,,15269,14039,,,24780,18421,,,17929,18512,,,12922,24203,,
2024-12-16 17:28:55,2024-12-16 17:49:58,0,89.128.168.1,100,1262,1,2024-12-16 17:49:59,R_2ir4ZxEcnHnncET,,,,,28.0716,-16.5623,anonymous,EN,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,1,1,1,1,2,1,1,2,1,2,1,1,2,,,,,,,,,,,,,,,,,1,2,,7673,13743,,15426,,,38160,14564,,,12152,15134,,,17097,10433,,,12357,21764,,,21606,11585,,,13979,10452,,,12507,
2024-12-16 17:30:47,2024-12-16 17:52:33,0,97.134.126.33,100,1305,1,2024-12-16 17:52:33,R_7dE2qm3JgUhtzuz,,,,,34.106,-118.3607,anonymous,EN,2,1,1,2,2,2,2,2,1,1,2,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,2,1,2,1,2,1,1,1,1,2,1,1,2,1,2,1,1,2,,,,,,,,,,,,,,,,,1,2,,31989,21105,,23316,,,24896,22531,,,27852,21870,,,33379,15520,,,15000,24685,,,24336,40312,,,22040,25979,,,23318,
2024-12-16 17:52:25,2024-12-16 18:08:24,0,89.27.237.186,100,959,1,2024-12-16 18:08:25,R_2dlLMMQuJ4ZIsAV,,,,,53.5466,10.021,anonymous,EN,2,2,1,2,,,2,2,1,,,1,1,2,,,1,1,1,,,1,2,1,,,2,1,2,,,1,1,1,,,1,1,1,,,1,1,2,1,2,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,8012,,,31347,,14265,16858,,,60122,49959,,,18373,10981,,,8364,8119,,,9462,32669,,,17340,12826,,,9580,13922,,
2024-12-16 17:45:03,2024-12-16 18:08:52,0,82.14.179.4,100,1429,1,2024-12-16 18:08:53,R_8D7rzio7EcRW82s,,,,,55.9452,-4.0052,anonymous,EN,2,2,2,2,,,2,2,1,,,1,1,2,,,1,1,1,,,1,2,1,,,2,1,1,,,1,1,1,,,1,1,2,,,1,1,2,1,2,2,1,2,2,2,1,1,1,1,1,1,2,1,1,2,2,22032,,,27557,,56754,22424,,,24576,17819,,,16177,14512,,,10824,10674,,,15177,17974,,,13153,20552,,,15330,22763,,
2024-12-16 17:52:05,2024-12-16 18:15:29,0,74.14.13.62,100,1403,1,2024-12-16 18:15:29,R_5GULP7qPuQUlRqP,,,,,43.8072,-79.5946,anonymous,EN,2,1,1,2,2,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,2,2,1,1,1,1,2,1,1,2,,,,,,,,,,,,,,,,,1,2,,26317,24778,,12081,,,12068,29686,,,29482,26416,,,33579,17276,,,18460,25484,,,13563,14159,,,16914,13821,,,23651,
2024-12-16 17:46:46,2024-12-16 18:28:41,0,75.157.138.212,100,2514,1,2024-12-16 18:28:41,R_1VF2q0D04WvUmV0,,,,,49.2732,-123.0124,anonymous,EN,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,,,,,,,,,,,,,,,,,2,2,,28142,25048,,30139,,,51245,57238,,,51137,28250,,,39975,24901,,,27565,51146,,,49271,62275,,,41826,34014,,,38494,
2024-12-16 18:11:57,2024-12-16 18:31:50,0,185.81.131.133,100,1192,1,2024-12-16 18:31:50,R_2DvYFsAJ9q6diqz,,,,,56.9989,24.9969,anonymous,EN,2,1,1,1,,,2,2,1,,,1,1,2,,,1,1,1,,,1,2,1,,,2,1,1,,,1,1,1,,,1,1,2,,,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,10500,,,31175,,34734,12272,,,17338,15246,,,18289,25458,,,15802,20572,,,45845,22620,,,23544,13112,,,9361,42161,,
2024-12-16 18:20:45,2024-12-16 18:32:31,0,173.79.22.188,100,706,1,2024-12-16 18:32:32,R_5fTNWwLr3lVEjYp,,,,,39.0828,-77.1674,anonymous,EN,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,,,,,,,,,,,,,,,,,1,1,,5686,10429,,8045,,,10716,8949,,,7530,8160,,,14171,9087,,,6207,9925,,,16345,11861,,,16515,6950,,,6510,
2024-12-16 18:20:44,2024-12-16 18:33:47,0,2.26.111.253,100,782,1,2024-12-16 18:33:47,R_8Tnuekl2ItQGmru,,,,,51.5043,-0.2211,anonymous,EN,2,2,1,1,2,2,2,2,1,2,2,1,1,2,1,2,1,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,,,,,,,,,,,,,,,,,1,2,,6840,13993,,8664,,,8881,11345,,,7977,18425,,,11184,8197,,,6545,10625,,,12061,6065,,,10755,7860,,,8640,
2024-12-16 17:58:25,2024-12-16 18:37:33,0,73.30.7.229,100,2348,1,2024-12-16 18:37:34,R_116qGn7Tm8iUXO1,,,,,39.9206,-75.1826,anonymous,EN,2,1,2,2,,,1,2,2,,,2,1,2,,,2,1,1,,,1,2,2,,,1,2,1,,,2,2,1,,,1,1,2,,,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,2,2,3,14586,,,14761,,47247,63331,,,72988,32378,,,86127,82430,,,7988,47032,,,27026,7708,,,30145,26421,,,13987,11591,,
2024-12-16 18:32:31,2024-12-16 18:49:29,0,174.119.229.141,100,1017,1,2024-12-16 18:49:30,R_50B1nJyd9TlFmQK,,,,,43.8678,-79.442,anonymous,EN,2,1,1,2,,,2,2,1,,,1,1,1,,,1,1,1,,,1,2,2,,,2,1,1,,,1,1,1,,,1,1,2,,,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,9982,,,15708,,19455,19890,,,20481,14231,,,12179,11264,,,12593,13408,,,11253,10751,,,13001,8904,,,10954,10526,,
2024-12-16 19:06:46,2024-12-16 19:29:50,0,67.87.169.156,100,1384,1,2024-12-16 19:29:50,R_1I6RHpTyLTCylut,,,,,40.665,-73.9523,anonymous,EN,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,,,,,,,,,,,,,,,,,2,2,,7605,13412,,75472,,,13306,11438,,,19453,40222,,,92578,11266,,,67988,16826,,,20837,10352,,,14847,12581,,,13426,
2024-12-16 19:24:30,2024-12-16 19:39:20,0,138.88.89.220,100,889,1,2024-12-16 19:39:20,R_3SCgRPVSiNu0KZv,,,,,39.1361,-77.2824,anonymous,EN,2,2,1,2,,,2,2,1,,,1,1,2,,,1,1,1,,,1,2,1,,,2,1,2,,,1,1,1,,,1,1,2,,,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12475,,,27675,,19205,18220,,,10252,8878,,,33195,8358,,,13650,7106,,,26557,13450,,,9336,10495,,,11184,15836,,
2024-12-16 23:33:28,2024-12-16 23:52:28,0,146.70.89.162,100,1140,1,2024-12-16 23:52:29,R_2EEteZlowa1RKPD,,,,,55.7327,12.3656,anonymous,EN,2,2,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,,,,,,,,,,,,,,,,,1,1,,15900,16599,,85764,,,14124,13792,,,32987,35015,,,18978,25785,,,13787,20874,,,19898,7290,,,8305,14950,,,18236,
2024-12-17 03:58:35,2024-12-17 04:31:25,0,212.113.119.15,100,1969,1,2024-12-17 04:31:26,R_8QN8hfDGSmpzvAm,,,,,48.2049,16.3662,anonymous,EN,2,1,1,1,,,2,2,1,,,1,1,1,,,1,1,1,,,1,2,1,,,2,1,2,,,1,1,2,,,1,1,2,,,1,1,2,1,2,2,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,16494,,,20733,,30248,83506,,,25335,545537,,,14488,18487,,,16216,7675,,,39438,46933,,,23932,15872,,,30408,20032,,
2024-12-11 13:38:22,2024-12-11 13:40:14,0,188.26.214.207,53,111,0,2024-12-18 13:40:17,R_80ByRGvfBvSofZf,,,,,,,anonymous,EN,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
